Mean-R,Mean-G,Mean-B,Mean-H,Mean-S,Mean-V,Mean-Gray,Standar-Deviasi,Variasi,Skewness,Kematangan
1.4257510712181738,2.136601739361084,1.9830651404995918,-1.5194407108388877,-0.3632316186414984,1.4956923367275703,2.05938631486727,0.8277474818992923,0.6424137746005346,0.0,-1.6234266286751575
1.4257510712181738,2.136601739361084,1.9830651404995918,-1.5194407108388877,-0.3632316186414984,1.4956923367275703,2.05938631486727,0.8277474818992923,0.6424137746005346,0.0,-1.6234266286751575
1.4274335317762143,2.034719245892842,1.942908488205035,-1.5943341966849256,-0.41029485059724363,1.3900124572990389,1.988993608536743,1.01898464709536,0.8462198557382996,0.0,-1.6234266286751575
1.2154202979681203,1.8918457113616745,0.6799858162706728,-1.3266314962086783,0.7864391023679778,1.266015538452216,1.7028112576519825,0.33087819816775205,0.15735108636515155,0.0,-1.6234266286751575
1.2154202979681203,1.8918457113616745,0.6799858162706728,-1.3266314962086783,0.7864391023679778,1.266015538452216,1.7028112576519825,0.33087819816775205,0.15735108636515155,0.0,-1.6234266286751575
1.4257510712181738,2.136601739361084,1.9830651404995918,-1.5194407108388877,-0.3632316186414984,1.4956923367275703,2.05938631486727,0.8277474818992923,0.6424137746005346,0.0,-1.6234266286751575
1.5148485555244875,2.249081769519439,1.5120762440292899,-1.37847393285945,0.08794316955296404,1.6122707728014278,2.1161536017449207,-0.021745454078395832,-0.14793777102546762,0.0,-1.6234266286751575
1.7043490127040823,2.334618131291976,1.9252624292648604,-1.4849374464028777,-0.3345518517707221,1.701664329012255,2.2737552561060355,-0.15296991993322143,-0.2532901479672223,0.0,-1.6234266286751575
0.9287440182800599,1.731026439562832,1.5190149196201552,-1.1352317617725562,-0.2352435027547072,1.1292129915908615,1.5869394916056982,1.3341567089284876,1.2028626527742308,0.0,-1.6234266286751575
1.3664286431120327,1.9653974128107732,1.9761103459875768,-1.5639722640659313,-0.5655311619835229,1.3182501984014405,1.9267723510191221,1.0399105363757295,0.869098452959622,0.0,-1.6234266286751575
1.3632439634299491,2.424446069062225,1.5382395929028596,-1.3416316687071397,0.06720322114898637,1.8073618128137634,2.184225222010056,-0.6716452255687549,-0.625866769337432,0.5690127048627698,-1.6234266286751575
1.4795220631571837,2.2427800025495097,2.0522912271619163,-1.367065918848596,-0.5077743141939981,1.6072879068075479,2.153289412908159,0.37760502611356983,0.20023221836237198,0.0,-1.6234266286751575
0.8678095687969797,2.059452622834143,0.7516793977822949,-1.1233502555624957,0.7562727036885559,1.4160023109022621,1.7076238873369132,0.5085504399834846,0.32342619797261846,0.0,-1.6234266286751575
1.3587033295116415,2.072502488665806,1.409298103023263,-1.4080712920092333,0.1137504876917503,1.4347217655758078,1.9393651824537013,0.4414035865337347,0.2596970593415265,0.0,-1.6234266286751575
1.3632439634299491,2.424446069062225,1.5382395929028596,-1.3416316687071397,0.06720322114898637,1.8073618128137634,2.184225222010056,-0.6716452255687549,-0.625866769337432,0.5690127048627698,-1.6234266286751575
1.3632439634299491,2.424446069062225,1.5382395929028596,-1.3416316687071397,0.06720322114898637,1.8073618128137634,2.184225222010056,-0.6716452255687549,-0.625866769337432,0.5690127048627698,-1.6234266286751575
1.4257510712181738,2.136601739361084,1.9830651404995918,-1.5194407108388877,-0.3632316186414984,1.4956923367275703,2.05938631486727,0.8277474818992923,0.6424137746005346,0.0,-1.6234266286751575
1.838406168915663,2.361309577226183,2.4732940492259554,-1.6747584422767994,-0.752995407203797,1.7296747504128223,2.388681676189293,0.2578280234428946,0.09145093959844881,0.0,-1.6234266286751575
0.9287440182800599,1.731026439562832,1.5190149196201552,-1.1352317617725562,-0.2352435027547072,1.1292129915908615,1.5869394916056982,1.3341567089284876,1.2028626527742308,0.0,-1.6234266286751575
1.4257510712181738,2.136601739361084,1.9830651404995918,-1.5194407108388877,-0.3632316186414984,1.4956923367275703,2.05938631486727,0.8277474818992923,0.6424137746005346,0.0,-1.6234266286751575
1.1124711558720488,2.0101803777938745,1.600693652820426,-1.3282602576261684,0.04882751105519405,1.3682027102818946,1.8376181288535451,1.2459114181862274,1.1004017155287324,0.0,-1.6234266286751575
1.5642371945286095,2.2841868212405063,1.6356425936697963,-1.4120953288552247,-0.016435909694036462,1.6486351940660426,2.167267379743364,-0.05045489569195093,-0.17136963469892055,0.0,-1.6234266286751575
1.3587033295116415,2.072502488665806,1.409298103023263,-1.4080712920092333,0.1137504876917503,1.4347217655758078,1.9393651824537013,0.4414035865337347,0.2596970593415265,0.0,-1.6234266286751575
1.7043490127040823,2.334618131291976,1.9252624292648604,-1.4849374464028777,-0.3345518517707221,1.701664329012255,2.2737552561060355,-0.15296991993322143,-0.2532901479672223,0.0,-1.6234266286751575
0.9287440182800599,1.731026439562832,1.5190149196201552,-1.1352317617725562,-0.2352435027547072,1.1292129915908615,1.5869394916056982,1.3341567089284876,1.2028626527742308,0.0,-1.6234266286751575
0.8678095687969797,2.059452622834143,0.7516793977822949,-1.1233502555624957,0.7562727036885559,1.4160023109022621,1.7076238873369132,0.5085504399834846,0.32342619797261846,0.0,-1.6234266286751575
1.259198041849298,1.6551697883619603,-0.7888389145327194,-1.0210162149695274,2.2842515402935506,1.180795047078276,1.420164223283937,0.3744438225244435,0.19731327705259252,0.0,-1.6234266286751575
1.340049998485373,1.9621518710185544,1.7690919218374486,-1.5603395698162787,-0.2722945241014332,1.3147634970004285,1.896043685874099,1.1013290239300486,0.9369059405007737,0.0,-1.6234266286751575
1.707408144904555,2.3368667653419637,1.9328435218584257,-1.4871927872060213,-0.3406198738670798,1.7039934911123913,2.27691945834148,-0.15484990947144153,-0.2547669382651186,0.0,-1.6234266286751575
1.3587033295116415,2.072502488665806,1.409298103023263,-1.4080712920092333,0.1137504876917503,1.4347217655758078,1.9393651824537013,0.4414035865337347,0.2596970593415265,0.0,-1.6234266286751575
1.7422467423556918,2.3565578899628274,2.061941521262757,-1.5190472120849932,-0.4776531529631091,1.724387018101016,2.3138138998184634,-0.1671143849704325,-0.2643785056693019,0.0,-1.6234266286751575
0.9287440182800599,1.731026439562832,1.5190149196201552,-1.1352317617725562,-0.2352435027547072,1.1292129915908615,1.5869394916056982,1.3341567089284876,1.2028626527742308,0.0,-1.6234266286751575
0.6654187414756201,1.2893324054113868,-0.18130689696391844,-1.1705763588867562,1.4826889312384037,0.6227811594913469,1.0447151303520563,1.1372136373501447,0.9769775000328235,-0.10490264052214038,-1.6234266286751575
1.3632439634299491,2.424446069062225,1.5382395929028596,-1.3416316687071397,0.06720322114898637,1.8073618128137634,2.184225222010056,-0.6716452255687549,-0.625866769337432,0.5690127048627698,-1.6234266286751575
